docid,section,sentenceid_gold,subject_text_gold,subject_type_gold,object_text_gold,object_type_gold,relation_gold,trigger_text_gold,sub_norm,obj_norm,sentenceid_model,subject_text_model,subject_type_model,object_text_model,object_type_model,relation_model,trigger_text_model,_merge
16266740,title,1,lead,Plant,rice grains,Hazardous or Poisonous Substance,LOCATION_OF,in,lead,rice grains,,,,,,,,left_only
16266740,title,1,Cadmium,Plant,rice grains,Hazardous or Poisonous Substance,LOCATION_OF,in,cadmium,rice grains,,,,,,,,left_only
16266740,title,1,rice,Plant,grains,Plant,ISA,,rice,grains,,,,,,,,left_only
16266740,abstract,1,Cadmium (Cd),Plant,rice,Hazardous or Poisonous Substance,LOCATION_OF,in,cadmium cd,rice,,,,,,,,left_only
16266740,abstract,1,lead (Pb),Plant,rice,Hazardous or Poisonous Substance,LOCATION_OF,in,lead pb,rice,,,,,,,,left_only
16266740,abstract,1,sampling site,Spatial Concept,survey,Research Activity,LOCATION_OF,with,sampling site,survey,,,,,,,,left_only
16266740,abstract,1,rice,Plant,grains,Plant,ISA,,rice,grains,,,,,,,,left_only
16272824,abstract,7,supernatants,Body Substance,cells,Cell,PART_OF,from,supernatants,cells,,,,,,,,left_only
16272824,abstract,14,SPS,Organic Chemical,allergic reaction,Pathologic Function,DISRUPTS,inhibitory effect,sps,allergic reaction,,,,,,,,left_only
16272824,abstract,14,AD,Disease or Syndrome,disease,Disease or Syndrome,ISA,such as,ad,disease,,,,,,,,left_only
16272824,abstract,14,SPS,Organic Chemical,disease,Disease or Syndrome,TREATS,treat,sps,disease,,,,,,,,left_only
16280382,abstract,9,lung,"Body Part, Organ, or Organ Component",inflammation,Pathologic Function,LOCATION_OF,in,lung,inflammation,,,,,,,,left_only
16284436,abstract,4,iodine deficiency,Disease or Syndrome,goiter,Disease or Syndrome,CAUSES,due to,iodine deficiency,goiter,,,,,,,,left_only
16284436,abstract,12,SSCP,Laboratory or Test Result,screening,Health Care Activity,METHOD_OF,method,sscp,screening,,,,,,,,left_only
16284436,abstract,12,exon,"Nucleic Acid, Nucleoside, or Nucleotide",TSHR,"Amino Acid, Peptide, or Protein",PART_OF,,exon,tshr,,,,,,,,left_only
16288225,abstract,7,NFKB1,Gene or Genome,genes,Gene or Genome,ISA,including,nfkb1,genes,,,,,,,,left_only
16288225,abstract,7,BCL-2,Gene or Genome,genes,Gene or Genome,ISA,including,bcl-2,genes,,,,,,,,left_only
16290001,abstract,2,cervical adenocarcinoma,Neoplastic Process,patients,Human,PROCESS_OF,with,cervical adenocarcinoma,patients,,,,,,,,left_only
16291815,abstract,1,Leydig cells,Cell,ATP,Biologically Active Substance,LOCATION_OF,in,leydig cells,atp,,,,,,,,left_only
16303761,abstract,2,c-met,"Amino Acid, Peptide, or Protein",HGF,Gene or Genome,INTERACTS_WITH,interaction,c-met,hgf,,,,,,,,left_only
16303761,abstract,2,c-met,"Amino Acid, Peptide, or Protein",receptor tyrosine kinase,"Amino Acid, Peptide, or Protein",ISA,",",c-met,receptor tyrosine kinase,,,,,,,,left_only
16303761,abstract,6,mast cell,Cell,chymases,"Amino Acid, Peptide, or Protein",PRODUCES,secreted,mast cell,chymases,,,,,,,,left_only
16303761,abstract,6,chymases,"Amino Acid, Peptide, or Protein",scatter factor,"Amino Acid, Peptide, or Protein",INHIBITS,abolishing,chymases,scatter factor,,,,,,,,left_only
16303761,abstract,6,chymases,"Amino Acid, Peptide, or Protein",antagonist,Chemical Viewed Functionally,PRODUCES,generating,chymases,antagonist,,,,,,,,left_only
16303761,abstract,6,NK4,Gene or Genome,scatter factor activity,Molecular Function,DISRUPTS,antagonist,nk4,scatter factor activity,,,,,,,,left_only
16303761,abstract,10,cathepsin G,"Amino Acid, Peptide, or Protein",Mast cell,Cell,PART_OF,,cathepsin g,mast cell,,,,,,,,left_only
16303761,abstract,10,neutrophil elastase,Gene or Genome,HGF,"Amino Acid, Peptide, or Protein",PRODUCES,generate,neutrophil elastase,hgf,,,,,,,,left_only
16303761,abstract,10,neutrophil elastase,"Amino Acid, Peptide, or Protein",HGF,"Amino Acid, Peptide, or Protein",PRODUCES,generate,neutrophil elastase,hgf,,,,,,,,left_only
16303761,abstract,10,elastase,"Amino Acid, Peptide, or Protein",neutrophil,Cell,PART_OF,,elastase,neutrophil,,,,,,,,left_only
16310382,abstract,1,Corynebacterium renale,Bacterium,urinary tract infection,Disease or Syndrome,CAUSES,with,corynebacterium renale,urinary tract infection,,,,,,,,left_only
16310382,abstract,1,Corynebacterium pilosum,Bacterium,urinary tract infection,Disease or Syndrome,CAUSES,with,corynebacterium pilosum,urinary tract infection,,,,,,,,left_only
16310382,abstract,1,Escherichia coli,Bacterium,urinary tract infection,Disease or Syndrome,CAUSES,with,escherichia coli,urinary tract infection,,,,,,,,left_only
16310382,abstract,2,urinary tract infection,Disease or Syndrome,dairy cattle,Mammal,PROCESS_OF,with,urinary tract infection,dairy cattle,,,,,,,,left_only
16310382,abstract,2,findings,Sign or Symptom,dairy cattle,Mammal,PROCESS_OF,in,findings,dairy cattle,,,,,,,,left_only
16311763,abstract,4,PGC-1alpha,Gene or Genome,biogenesis,Natural Phenomenon or Process,AFFECTS,involved,pgc-1,biogenesis,,,,,,,,left_only
16311763,abstract,4,Tfam,Gene or Genome,biogenesis,Natural Phenomenon or Process,AFFECTS,involved,tfam,biogenesis,,,,,,,,left_only
16311763,abstract,4,mitochondrial,Cell Component,biogenesis,Natural Phenomenon or Process,LOCATION_OF,,mitochondrial,biogenesis,,,,,,,,left_only
16311763,abstract,4,COX-1,"Amino Acid, Peptide, or Protein",mitochondrial,Cell Component,AFFECTS,involved,cox-1,mitochondrial,,,,,,,,left_only
16311763,abstract,4,COX-4,Gene or Genome,mitochondrial,Cell Component,AFFECTS,involved,cox-4,mitochondrial,,,,,,,,left_only
16311763,abstract,4,IGF-I,"Amino Acid, Peptide, or Protein",mechanical stress,Natural Phenomenon or Process,AFFECTS,marker,igf-i,mechanical stress,,,,,,,,left_only
16316352,abstract,1,renal hemodynamic dysfunction,Pathologic Function,coronary artery disease (CAD),Disease or Syndrome,COEXISTS_WITH,association,renal hemodynamic dysfunction,coronary artery disease cad,,,,,,,,left_only
16317035,abstract,1,thylakoid lumen,Cell Component,cyanobacteria,Bacterium,PART_OF,of,thylakoid lumen,cyanobacteria,,,,,,,,left_only
16317035,abstract,1,thylakoid lumen,Cell Component,algae,Alga,PART_OF,of,thylakoid lumen,algae,,,,,,,,left_only
16317035,abstract,1,Cytochrome c6,"Amino Acid, Peptide, or Protein",thylakoid lumen,Cell Component,PART_OF,carrier,cytochrome c6,thylakoid lumen,,,,,,,,left_only
16328214,abstract,7,biopsy,Diagnostic Procedure,Findings,Finding,DIAGNOSES,confirmed,biopsy,findings,,,,,,,,left_only
16328359,title,1,odontoclasts,Cell,Chinook salmon,Fish,PART_OF,in,odontoclasts,chinook salmon,,,,,,,,left_only
16328359,abstract,1,odontoclasts,Cell,teeth,"Body Part, Organ, or Organ Component",PART_OF,on,odontoclasts,teeth,,,,,,,,left_only
16328359,abstract,1,Chinook salmon,Fish,teleost fish,Fish,ISA,",",chinook salmon,teleost fish,,,,,,,,left_only
16328359,abstract,1,light microscope,Medical Device,transmission electron microscopy,Laboratory Procedure,PRECEDES,followed,light microscope,transmission electron microscopy,,,,,,,,left_only
16332961,abstract,2,respiratory chain,Cell Component,ROS,Biologically Active Substance,LOCATION_OF,site,respiratory chain,ros,,,,,,,,left_only
16332961,abstract,2,respiratory chain,Molecular Function,ROS,Biologically Active Substance,PRODUCES,production,respiratory chain,ros,,,,,,,,left_only
16332961,abstract,2,respiratory chain,Molecular Function,degenerative diseases,Disease or Syndrome,AFFECTS,associated,respiratory chain,degenerative diseases,,,,,,,,left_only
16332961,abstract,2,respiratory chain,Molecular Function,aging,Organism Function,AFFECTS,associated,respiratory chain,aging,,,,,,,,left_only
16338777,abstract,1,pelvic inflammatory disease,Disease or Syndrome,patients,Human,PROCESS_OF,with,pelvic inflammatory disease,patients,,,,,,,,left_only
16338777,abstract,1,PID,Disease or Syndrome,women,Human,PROCESS_OF,presenting,pid,women,,,,,,,,left_only
16338878,abstract,3,short umbilical cord,Anatomical Abnormality,single umbilical artery,Congenital Abnormality,COEXISTS_WITH,with,short umbilical cord,single umbilical artery,,,,,,,,left_only
16339800,abstract,7,ahg3-1,"Amino Acid, Peptide, or Protein",missense mutation,Genetic Function,LOCATION_OF,,ahg3-1,missense mutation,,,,,,,,left_only
16339800,abstract,7,PP2C,"Amino Acid, Peptide, or Protein",signaling,Cell Function,DISRUPTS,negative regulator,pp2c,signaling,,,,,,,,left_only
16339800,abstract,7,signaling,Cell Function,ABA,Biologically Active Substance,AFFECTS,,signaling,aba,,,,,,,,left_only
16340726,abstract,2,COPD,Disease or Syndrome,patients,Human,PROCESS_OF,with,copd,patients,,,,,,,,left_only
16352184,abstract,9,procedure,Health Care Activity,patients,Human,TREATS,in,procedure,patients,,,,,,,,left_only
16352184,abstract,9,surgery,Therapeutic or Preventive Procedure,procedure,Health Care Activity,COEXISTS_WITH,with,surgery,procedure,,,,,,,,left_only
16361909,abstract,9,radiographs,Diagnostic Procedure,application,Health Care Activity,PRECEDES,before,radiographs,application,,,,,,,,left_only
16361909,abstract,9,application,Health Care Activity,radiographs,Diagnostic Procedure,PRECEDES,after,application,radiographs,,,,,,,,left_only
16362132,abstract,11,pre-menopausal,Physiologic Function,women,Human,PROCESS_OF,,pre-menopausal,women,,,,,,,,left_only
16362541,abstract,7,tetraplegia,Disease or Syndrome,participants,Human,PROCESS_OF,with,tetraplegia,participants,,,,,,,,left_only
16371595,abstract,3,eggs,Cell,calcium spiking,Cell Function,LOCATION_OF,in,eggs,calcium spiking,,,,,,,,left_only
16371595,abstract,3,eggs,Cell,mammalian,Mammal,PART_OF,,eggs,mammalian,,,,,,,,left_only
16371595,abstract,11,phosphoinositide signaling,Lipid,ventralizing signal,Cell Function,AFFECTS,mediated,phosphoinositide signaling,ventralizing signal,,,,,,,,left_only
16371595,abstract,11,strong ventralizing signal,Cell Function,Xenopus,Amphibian,PROCESS_OF,in,strong ventralizing signal,xenopus,,,,,,,,left_only
16372122,abstract,9,deformities,Congenital Abnormality,patients,Human,PROCESS_OF,,deformities,patients,,,,,,,,left_only
16372122,abstract,9,deformities,Congenital Abnormality,group,Human,PROCESS_OF,in,deformities,group,,,,,,,,left_only
16372122,abstract,9,diabetic,Disease or Syndrome,group,Human,PROCESS_OF,,diabetic,group,,,,,,,,left_only
16372122,abstract,13,DM,Disease or Syndrome,men,Human,PROCESS_OF,in,dm,men,,,,,,,,left_only
16372914,abstract,2,choriocarcinoma,Neoplastic Process,malignancies,Neoplastic Process,ISA,including,choriocarcinoma,malignancies,,,,,,,,left_only
16372914,abstract,2,seminoma,Neoplastic Process,malignancies,Neoplastic Process,ISA,including,seminoma,malignancies,,,,,,,,left_only
16372914,abstract,2,ovarian carcinoma,Neoplastic Process,malignancies,Neoplastic Process,ISA,including,ovarian carcinoma,malignancies,,,,,,,,left_only
16372914,abstract,2,placental isozyme,"Amino Acid, Peptide, or Protein",oncofetal antigen,"Amino Acid, Peptide, or Protein",ISA,is,placental isozyme,oncofetal antigen,,,,,,,,left_only
16373645,abstract,3,mRNA expression,Biologically Active Substance,Ccm2,"Amino Acid, Peptide, or Protein",PART_OF,expression,mrna expression,ccm2,,,,,,,,left_only
16373645,abstract,3,mRNA expression,Biologically Active Substance,Ccm1,"Amino Acid, Peptide, or Protein",PART_OF,expression,mrna expression,ccm1,,,,,,,,left_only
16373645,abstract,4,cell lines,Cell,transfection,Genetic Function,LOCATION_OF,in,cell lines,transfection,,,,,,,,left_only
16376670,title,1,Anterior uveitis,Disease or Syndrome,Langerhans cell histiocytosis,Disease or Syndrome,COEXISTS_WITH,associated,anterior uveitis,langerhans cell histiocytosis,,,,,,,,left_only
16376670,title,1,Anterior uveitis,Finding,Langerhans cell histiocytosis,Disease or Syndrome,COEXISTS_WITH,associated,anterior uveitis,langerhans cell histiocytosis,,,,,,,,left_only
16376670,abstract,5,topical corticosteroids,Pharmacologic Substance,patient,Human,TREATS,improvement,topical corticosteroids,patient,,,,,,,,left_only
16380233,abstract,8,phospholipid,Biologically Active Substance,fatty acid,Biologically Active Substance,ISA,,phospholipid,fatty acid,,,,,,,,left_only
16380233,abstract,8,fatty acid,Lipid,carbon,"Element, Ion, or Isotope",INTERACTS_WITH,influence,fatty acid,carbon,,,,,,,,left_only
16387100,abstract,12,ESRD,Disease or Syndrome,glomerulopathy,Disease or Syndrome,MANIFESTATION_OF,underlying,esrd,glomerulopathy,,,,,,,,left_only
16387100,abstract,12,glomerulopathy,Disease or Syndrome,IgAN,Disease or Syndrome,COEXISTS_WITH,for,glomerulopathy,igan,,,,,,,,left_only
16387100,abstract,12,glomerulopathy,Disease or Syndrome,FSG,Disease or Syndrome,COEXISTS_WITH,for,glomerulopathy,fsg,,,,,,,,left_only
16387100,abstract,12,glomerulopathy,Disease or Syndrome,MCGN,Disease or Syndrome,COEXISTS_WITH,for,glomerulopathy,mcgn,,,,,,,,left_only
16387100,abstract,12,glomerulopathy,Disease or Syndrome,membranous GN,Disease or Syndrome,COEXISTS_WITH,in,glomerulopathy,membranous gn,,,,,,,,left_only
16394795,abstract,10,constipation,Sign or Symptom,food intolerance,Sign or Symptom,COEXISTS_WITH,unrelated,constipation,food intolerance,,,,,,,,left_only
16394795,abstract,12,Food intolerance,Sign or Symptom,constipation,Sign or Symptom,AFFECTS,related,food intolerance,constipation,,,,,,,,left_only
16395331,abstract,1,CtrA,"Amino Acid, Peptide, or Protein",transcriptional regulators,"Amino Acid, Peptide, or Protein",ISA,,ctra,transcriptional regulators,,,,,,,,left_only
16395331,abstract,1,transcriptional regulators,"Amino Acid, Peptide, or Protein",Cell cycle progression,Cell Function,AFFECTS,driven,transcriptional regulators,cell cycle progression,,,,,,,,left_only
16402182,abstract,5,B-cells,Cell,BALB/c mice,Mammal,PART_OF,from,b-cells,balb/c mice,,,,,,,,left_only
16407061,abstract,5,extracellular,Cell Component,virion,Cell Component,LOCATION_OF,,extracellular,virion,,,,,,,,left_only
16407061,abstract,5,virion,Cell Component,core,"Amino Acid, Peptide, or Protein",LOCATION_OF,inside,virion,core,,,,,,,,left_only
16407061,abstract,5,viral membrane,Cell Component,growth,Organism Function,DISRUPTS,limited,viral membrane,growth,,,,,,,,left_only
16411522,title,1,removal and reinsertion of peritoneal dialysis catheter,Therapeutic or Preventive Procedure,pseudomonas aeruginosa exit-site infection,Disease or Syndrome,TREATS,Treatment,removal and reinsertion of peritoneal dialysis catheter,pseudomonas aeruginosa exit-site infection,,,,,,,,left_only
16411522,title,1,reinsertion of peritoneal dialysis catheter,Therapeutic or Preventive Procedure,pseudomonas aeruginosa exit-site infection,Disease or Syndrome,TREATS,Treatment,reinsertion of peritoneal dialysis catheter,pseudomonas aeruginosa exit-site infection,,,,,,,,left_only
16411522,abstract,8,CAPD,Therapeutic or Preventive Procedure,patients,Human,ADMINISTERED_TO,,capd,patients,,,,,,,,left_only
16412044,title,1,synthetic peptide,"Amino Acid, Peptide, or Protein",beta-adrenergic receptor,"Amino Acid, Peptide, or Protein",PART_OF,of,synthetic peptide,adrenergic receptor,,,,,,,,left_only
16415554,abstract,3,Systemic lupus erythematosus,Disease or Syndrome,gastrointestinal symptoms,Sign or Symptom,COEXISTS_WITH,accompanied,systemic lupus erythematosus,gastrointestinal symptoms,,,,,,,,left_only
16418362,abstract,6,STN,"Body Part, Organ, or Organ Component",patients,Human,PART_OF,in,stn,patients,,,,,,,,left_only
16424791,abstract,8,Treatment,Therapeutic or Preventive Procedure,atherosclerosis,Disease or Syndrome,PREVENTS,reduced,treatment,atherosclerosis,,,,,,,,left_only
16424791,abstract,8,Treatment,Therapeutic or Preventive Procedure,amlodipine,Pharmacologic Substance,USES,with,treatment,amlodipine,,,,,,,,left_only
16424791,abstract,8,CRP,Immunologic Factor,mice,Mammal,ADMINISTERED_TO,,crp,mice,,,,,,,,left_only
16424791,abstract,8,CRP,"Amino Acid, Peptide, or Protein",mice,Mammal,ADMINISTERED_TO,,crp,mice,,,,,,,,left_only
16430036,abstract,17,prostatic urethra,"Body Part, Organ, or Organ Component",injury,Injury or Poisoning,LOCATION_OF,at,prostatic urethra,injury,,,,,,,,left_only
16430036,abstract,17,bladder catheter,Medical Device,injury,Injury or Poisoning,TREATS,treated,bladder catheter,injury,,,,,,,,left_only
16430036,abstract,17,injury,Injury or Poisoning,rectal fistula,Anatomical Abnormality,CAUSES,result,injury,rectal fistula,,,,,,,,left_only
16430741,abstract,4,synovial cells,Cell,temporomandibular joint,"Body Part, Organ, or Organ Component",PART_OF,from,synovial cells,temporomandibular joint,,,,,,,,left_only
16436670,abstract,5,hairy cells,Cell,GTPase,"Amino Acid, Peptide, or Protein",LOCATION_OF,in,hairy cells,gtpase,,,,,,,,left_only
16436670,abstract,7,IFN-alpha,"Amino Acid, Peptide, or Protein",RhoA,Gene or Genome,STIMULATES,increased,ifn,rhoa,,,,,,,,left_only
16440178,abstract,1,uterine,"Body Part, Organ, or Organ Component",fluid,Body Substance,LOCATION_OF,,uterine,fluid,,,,,,,,left_only
16441715,title,1,sino-atrial disease,Disease or Syndrome,patients,Human,PROCESS_OF,with,sino-atrial disease,patients,,,,,,,,left_only
16441715,title,1,pacemaker,Medical Device,patients,Patient or Disabled Group,TREATS,in,pacemaker,patients,,,,,,,,left_only
16445747,abstract,3,Prf1,"Amino Acid, Peptide, or Protein",high mobility group box protein,"Amino Acid, Peptide, or Protein",ISA,,prf1,high mobility group box protein,,,,,,,,left_only
16445747,abstract,3,Matalpha2,"Amino Acid, Peptide, or Protein",Mata1,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,binding,mat2,mata1,,,,,,,,left_only
16445747,abstract,3,DNA binding,Genetic Function,yeast,Fungus,PROCESS_OF,,dna binding,yeast,,,,,,,,left_only
16445747,abstract,3,Matalpha2,"Amino Acid, Peptide, or Protein",yeast,Fungus,PART_OF,,mat2,yeast,,,,,,,,left_only
16455026,title,1,endocrine therapy,Therapeutic or Preventive Procedure,breast cancer,Neoplastic Process,TREATS,for,endocrine therapy,breast cancer,,,,,,,,left_only
16455026,abstract,2,breast cancer tissue,Tissue,estrogen receptor,"Amino Acid, Peptide, or Protein",LOCATION_OF,in,breast cancer tissue,estrogen receptor,,,,,,,,left_only
16455026,abstract,2,tissue,Tissue,breast cancer,Neoplastic Process,PART_OF,,tissue,breast cancer,,,,,,,,left_only
16455026,abstract,3,Tamoxifen,Pharmacologic Substance,hormonal receptors,"Amino Acid, Peptide, or Protein",INHIBITS,antagonizing,tamoxifen,hormonal receptors,,,,,,,,left_only
16455026,abstract,3,adjuvant therapy,Therapeutic or Preventive Procedure,Tamoxifen,Pharmacologic Substance,USES,for,adjuvant therapy,tamoxifen,,,,,,,,left_only
16460640,abstract,15,non-trauma,Injury or Poisoning,patients,Human,PROCESS_OF,,non-trauma,patients,,,,,,,,left_only
16461476,abstract,1,enema,Therapeutic or Preventive Procedure,ulcerative colitis,Disease or Syndrome,TREATS,treatment,enema,ulcerative colitis,,,,,,,,left_only
16461476,abstract,1,enema,Therapeutic or Preventive Procedure,Butyrate,Lipid,USES,,enema,butyrate,,,,,,,,left_only
16462770,abstract,4,MKP1/CL100,Gene or Genome,JNK,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,regulator,mkp1/cl100,jnk,,,,,,,,left_only
16462770,abstract,4,bronchial epithelia,"Body Part, Organ, or Organ Component",MKP1,Gene or Genome,LOCATION_OF,in,bronchial epithelia,mkp1,,,,,,,,left_only
16462770,abstract,4,nuclei,Cell Component,MKP1,Gene or Genome,LOCATION_OF,localized,nuclei,mkp1,,,,,,,,left_only
16462770,abstract,6,small-interfering RNA,Biologically Active Substance,MKP1,Gene or Genome,INTERACTS_WITH,Expressing,small-interfering rna,mkp1,,,,,,,,left_only
16462770,abstract,11,MKP1,Gene or Genome,cell growth,Cell Function,AFFECTS,contributes,mkp1,cell growth,,,,,,,,left_only
16470169,abstract,5,Rho,"Amino Acid, Peptide, or Protein",PI3K,"Amino Acid, Peptide, or Protein",STIMULATES,activate,rho,pi3k,,,,,,,,left_only
16470169,abstract,5,Rho,"Amino Acid, Peptide, or Protein",PI3K,"Amino Acid, Peptide, or Protein",INHIBITS,downregulate,rho,pi3k,,,,,,,,left_only
16470169,abstract,5,Rho,"Amino Acid, Peptide, or Protein",Akt,"Amino Acid, Peptide, or Protein",STIMULATES,activate,rho,akt,,,,,,,,left_only
16470169,abstract,5,Rho,"Amino Acid, Peptide, or Protein",Akt,"Amino Acid, Peptide, or Protein",INHIBITS,downregulate,rho,akt,,,,,,,,left_only
16480563,abstract,2,non-Down syndrome,Disease or Syndrome,participants,Human,PROCESS_OF,,non-down syndrome,participants,,,,,,,,left_only
16480563,abstract,2,learning disabled,Mental or Behavioral Dysfunction,participants,Human,PROCESS_OF,,learning disabled,participants,,,,,,,,left_only
16483645,title,1,tissues,Tissue,estrogen receptor-alpha,"Amino Acid, Peptide, or Protein",LOCATION_OF,in,tissues,estrogen receptor,,,,,,,,left_only
16483645,title,1,tissues,Tissue,tumor,Neoplastic Process,PART_OF,,tissues,tumor,,,,,,,,left_only
16483645,title,1,TVT,Neoplastic Process,bitches,Mammal,PROCESS_OF,affected,tvt,bitches,,,,,,,,left_only
16483645,title,1,tissues,Tissue,bitches,Mammal,PART_OF,of,tissues,bitches,,,,,,,,left_only
16483645,abstract,1,neoplasms,Neoplastic Process,canine,Mammal,PROCESS_OF,,neoplasms,canine,,,,,,,,left_only
16483645,abstract,1,transmissible venereal tumor,Neoplastic Process,neoplasms,Neoplastic Process,ISA,is,transmissible venereal tumor,neoplasms,,,,,,,,left_only
16483645,abstract,1,transmissible venereal tumor,Neoplastic Process,female genital tract,"Body Part, Organ, or Organ Component",AFFECTS,affects,transmissible venereal tumor,female genital tract,,,,,,,,left_only
16483645,abstract,8,neoplastic,Neoplastic Process,tissues,Tissue,LOCATION_OF,,neoplastic,tissues,,,,,,,,left_only
16496259,abstract,13,antiglaucomatous medications,Pharmacologic Substance,IOP,Disease or Syndrome,TREATS,controlled,antiglaucomatous medications,iop,,,,,,,,left_only
16496259,abstract,13,medications,Pharmacologic Substance,antiglaucomatous,Disease or Syndrome,TREATS,,medications,antiglaucomatous,,,,,,,,left_only
16496259,abstract,13,eyes,"Body Part, Organ, or Organ Component",IOP,Disease or Syndrome,LOCATION_OF,had,eyes,iop,,,,,,,,left_only
16496495,abstract,9,Organophosphates,Organic Chemical,fatalities,Organism Function,AFFECTS,implicated,organophosphates,fatalities,,,,,,,,left_only
16496495,abstract,10,Organophosphates,Organic Chemical,APP,Injury or Poisoning,CAUSES,causes,organophosphates,app,,,,,,,,left_only
16496495,abstract,10,poison,Hazardous or Poisonous Substance,APP,Injury or Poisoning,CAUSES,causes,poison,app,,,,,,,,left_only
16498946,abstract,3,promoter,Biologically Active Substance,gene,Gene or Genome,PART_OF,of,promoter,gene,,,,,,,,left_only
16498946,abstract,3,promoter,Biologically Active Substance,genetic alterations,Genetic Function,LOCATION_OF,located,promoter,genetic alterations,,,,,,,,left_only
16503396,abstract,11,tongue cancer,Neoplastic Process,patients,Human,PROCESS_OF,with,tongue cancer,patients,,,,,,,,left_only
16503761,abstract,1,Thiazolidinediones (TZDs),Organic Chemical,peroxisomal proliferator-activated receptor (PPAR)-gamma agonists,Pharmacologic Substance,ISA,are,thiazolidinediones tzds,peroxisomal proliferator-activated receptor ppar- agonists,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,disease,Disease or Syndrome,TREATS,uses,tzds,disease,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,hepatic fat accumulation,Finding,DISRUPTS,reduced,tzds,hepatic fat accumulation,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,polycystic ovary syndrome,Disease or Syndrome,TREATS,uses,tzds,polycystic ovary syndrome,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,hirsutism,Finding,TREATS,improved,tzds,hirsutism,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,endothelial dysfunction,Disease or Syndrome,TREATS,improved,tzds,endothelial dysfunction,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,lipodystrophies,Disease or Syndrome,TREATS,uses,tzds,lipodystrophies,,,,,,,,left_only
16503761,abstract,7,TZDs,Pharmacologic Substance,liver size,Finding,AFFECTS,decrease,tzds,liver size,,,,,,,,left_only
16504132,abstract,10,Cu2+,Biologically Active Substance,cells,Cell,AUGMENTS,inducer,cu2,cells,,,,,,,,left_only
16504132,abstract,10,lysogenic,Biologic Function,cyanobacterial,Bacterium,PROCESS_OF,,lysogenic,cyanobacterial,,,,,,,,left_only
16507901,abstract,6,tissue,Tissue,colorectal tumor,Neoplastic Process,PART_OF,,tissue,colorectal tumor,,,,,,,,left_only
16507901,abstract,6,cell line,Cell,colon cancer,Neoplastic Process,PART_OF,,cell line,colon cancer,,,,,,,,left_only
16507901,abstract,6,COL4A5,Gene or Genome,colon cancer,Neoplastic Process,ASSOCIATED_WITH,in,col4a5,colon cancer,,,,,,,,left_only
16507901,abstract,6,COL4A6,Gene or Genome,colon cancer,Neoplastic Process,ASSOCIATED_WITH,in,col4a6,colon cancer,,,,,,,,left_only
16507901,abstract,6,COL4A5,Gene or Genome,colorectal tumor,Neoplastic Process,ASSOCIATED_WITH,in,col4a5,colorectal tumor,,,,,,,,left_only
16507901,abstract,6,COL4A6,Gene or Genome,colorectal tumor,Neoplastic Process,ASSOCIATED_WITH,in,col4a6,colorectal tumor,,,,,,,,left_only
16507901,abstract,6,promoter region,Biologically Active Substance,COL4A6,Gene or Genome,PART_OF,of,promoter region,col4a6,,,,,,,,left_only
16507901,abstract,6,promoter region,Biologically Active Substance,COL4A5,Gene or Genome,PART_OF,of,promoter region,col4a5,,,,,,,,left_only
16510729,abstract,1,nucleus accumbens,"Body Part, Organ, or Organ Component",dopamine D3 receptor,"Amino Acid, Peptide, or Protein",LOCATION_OF,in,nucleus accumbens,dopamine d3 receptor,,,,,,,,left_only
16510729,abstract,1,dopamine D3 receptor,"Amino Acid, Peptide, or Protein",reward,Mental Process,AFFECTS,play an important role,dopamine d3 receptor,reward,,,,,,,,left_only
16510729,abstract,1,dopamine D3 receptor,"Amino Acid, Peptide, or Protein",reinforcement,Mental Process,AFFECTS,play an important role,dopamine d3 receptor,reinforcement,,,,,,,,left_only
16513142,abstract,2,sequences,"Nucleic Acid, Nucleoside, or Nucleotide",meiotic recombination,Cell Function,AFFECTS,implicated,sequences,meiotic recombination,,,,,,,,left_only
16513142,abstract,2,sequences,"Nucleic Acid, Nucleoside, or Nucleotide",chromosomal breaks,Cell or Molecular Dysfunction,AFFECTS,implicated,sequences,chromosomal breaks,,,,,,,,left_only
16513142,abstract,2,sequences,"Nucleic Acid, Nucleoside, or Nucleotide",transcriptional regulation,Cell Function,AFFECTS,implicated,sequences,transcriptional regulation,,,,,,,,left_only
16513142,abstract,3,DNA secondary structures,"Nucleic Acid, Nucleoside, or Nucleotide",DNA synthesis,Genetic Function,AFFECTS,effects,dna secondary structures,dna synthesis,,,,,,,,left_only
16513142,abstract,3,repetitive sequences,Nucleotide Sequence,triplet repeats,"Nucleic Acid, Nucleoside, or Nucleotide",PART_OF,in,repetitive sequences,triplet repeats,,,,,,,,left_only
16513142,abstract,3,repetitive sequences,Nucleotide Sequence,telomeres,Cell Component,PART_OF,in,repetitive sequences,telomeres,,,,,,,,left_only
